id,created_at,text,emojis
1123421348406206465,2019-05-01 02:58:16,Brendon and I shot our @Spotify vertical video at rehearsals in Vegas to give you a sneak peak of our @BBMAs perfor… https://t.co/QNLNsLVou5,
