id,created_at,text,emojis
1122758318949392384,2019-04-29 07:03:37,みなさんにお伝えしたいことがあります。正直、このことをアップするかどうか凄く迷いました。でも、1人でも多くの方に僕が感じたこと、思ったことを伝えたくて…。… https://t.co/stnIzmksy0,
