id,created_at,text,emojis
1122888827008217093,2019-04-29 15:42:13,『君の名は。』の小説の時も引用がちらほらあった！笑  僕は僕でたくさんインスピレーションをもらってるのでおあいこです😌 https://t.co/LUKSsZL1xX,😌
