id,created_at,text,emojis
1123062968202043392,2019-04-30 03:14:11,"デパ地下で試食品でお腹いっぱいにして〜
テッシュ配りの前何度も往復して〜
エステ無料体験して〜
懸賞クーポン応募して〜 https://t.co/TaZlydW5OR",
