id,created_at,text,emojis
1122860906965114880,2019-04-29 13:51:16,"RT @tomoymd: New Artist Photo for Kenshi Yonezu @hachi_08 
Photo by Tomokazu Yamada
米津玄師さんのアーティスト写真を撮影しております。

#米津玄師 #海獣の子供 https://t.co/jE…",
