id,created_at,text,emojis
1120676219224084486,2019-04-23 13:10:06,"RT @topcoat_staff: 松坂桃李主演ドラマ「パーフェクトワールド」SPECIAL NIGHTチケット先行受付開始！
詳細は『トップコートランド』を今すぐチェック♪
https://t.co/neG1gIkSp0 
#松坂桃李　#菅田将暉",
