id,created_at,text,emojis
1122963441998712833,2019-04-29 20:38:42,"RT @BBMAs: You want it? You got it! @ArianaGrande is performing at the #BBMAs, presented by @TMobile! Join us LIVE Wednesday, May 1 on NBC…",
