id,created_at,text,emojis
1123019344131178497,2019-04-30 00:20:50,"デイジー8ヶ月。
成長を感じるとたまらなく嬉しい。

----

Daisy is now 8 months old.
Seeing her growing up right in front of my eyes makes m… https://t.co/ZjjFxdqD54",
