id,created_at,text,emojis
1123091520192561152,2019-04-30 05:07:39,RT @rockinon_com: 【JAPAN最新号】あいみょん、新たなる愛の名曲”ハルノヒ”完成！　春の超ロングインタビューで曲に込めた思いを語る https://t.co/sKrTNbSX0y,
