id,created_at,text,emojis
1122652686279745536,2019-04-29 00:03:52,We’ve got @americanidol tonight and #TheShowMustGoOn tomorrow! It’s #QueenWeek on @ABCNetwork. Let’s go! https://t.co/NAiOeXGUtU,
