id,created_at,text,emojis
582072203686092801,2015-03-29 06:50:02,"総選挙2015: 
立候補しました！実は本当に迷っていました。去年の総選挙の雰囲気、会場の雰囲気。。思い出しただけで今でも涙が出てくるくらい、怖かったです。毎日毎日、逃げ出したかったです。去年の公式ガイドブックに書いてあ... http://t.co/fnpBLuPJmN",
