id,created_at,text,emojis
1122713959033782272,2019-04-29 04:07:21,"先日、槇原敬之さんのLIVEに
行かせていただきました。
槇原さんの癒される歌声を生で聴けて😭
終始、感無量でした。今回のアルバム、、、とても好きです。
曲だけでなく、アルバムに託された想いをMCで聞いて、共鳴しました。私も感じて… https://t.co/fBMe36Sirw",😭
