id,created_at,text,emojis
1122405729791426560,2019-04-28 07:42:33,"RT @nanjolno_staff: FC会員限定ツアーＴシャツの販売が急遽決定！！
今回公演を行う府県の形をもとに描かれたキャラクター17種が全てTシャツになりました！
※ご購入の際にはFC会員証のご提示か南條愛乃FCオフィシャルサイトのマイページ画面のご提示が必要となりま…",
