id,created_at,text,emojis
1123065645409554433,2019-04-30 03:24:50,"「全然リツイートされてないらしいので、リツイートお願いします！」と、デスクさんに言われたのでリツイートっ！！笑
木谷会長グッズとな！？∑(ﾟДﾟ)
欲しいよね？逆に欲しいよねーーーーーー！！？ https://t.co/Hr0gldeMKQ",
